No.,日付,日付S,場 R,場所,日次,Ｒ,レース名,発走時刻,クラス,年限定,芝ダ,距離,距離,外回り,コース区分,コースマーク,コースグループ数,コースグループ名1,頭,頭数,フルゲート頭数,R印1,レース印2,レース印3,枠番,馬番,B,馬印1,馬印2,馬印3,馬印4,馬名,馬名S,Ｃ,性,齢,性別,年齢,騎手,斤量,馬齢斤量差,斤量体重比,所属,調教師,所属,降級戦,投票,マイニング値,マイニング順位,ﾏｲ差,対戦型マイニング値,対戦型マイニング順位,Tﾏ差,指数1,指数順位1,指差1,指数2,指数順位2,指差2,指数3,指数順位3,指差3,指数4,指数順位4,指差4,取消しフラグ,人気,単オッズ,単ｼｪｱ,複勝人気,複勝オッズ下,上,複ｼｪｱ,単複S比,指時系1・単勝,指時系1・人気,指時系2・単勝,指時系2・人気,指時系3・単勝,指時系3・人気,指時系4・単勝,指時系4・人気,指時系1・複勝下,複上1,複人1,指時系2・複勝下,複上2,複人2,指時系3・複勝下,複上3,複人3,指時系4・複勝下,複上4,複人4,着,単勝,複勝,枠連配当,馬連配当,馬単配当,３連複配当,３連単配当,馬体重,増減,本賞金,収得賞金,キャリア(当時/取消等含),キャリア(最新),全1,全2,全3,全外,平1,平2,平3,平外,芝1,芝2,芝3,芝外,ダ1,ダ2,ダ3,ダ外,障1,障2,障3,障外,他1,他2,他3,他外,チェック騎手タイプ,チェック調教師タイプ,調教師多頭出し数,馬主多頭出し数,馬記号,馬主,馬主タイプ,生産者,生産者タイプ,産地,種牡馬,父タイプ名,母名,母父名,母父タイプ名,父母父名,父母父タイプ名,母母父名,母母父タイプ名,毛色,生年,誕生日,騎手誕生日(歳),調教師誕生日(歳),兄弟(収得1位),勝数,兄弟(収得2位),勝数,兄弟(収得3位),勝数,兄弟(収得4位),勝数,兄弟(収得5位),勝数,馬名の意味由来,チェック日,チェック馬コメント,チェック馬コメント,馬コメント,馬コメント,予想コメント,予想コメント,結果コメント,結果コメント,KOL関係者コメント,KOL関係者コメント,KOL次走へのメモ,KOL次走へのメモ,レースコメント,レースコメント,騎手コメント,騎手コメント,調教師コメント,調教師コメント,ワーク1,ワーク1S,ワーク2,ワーク2S,ワーク3,ワーク3S,ワーク4,ワーク4S,間隔,休明戦目,前番,前人気,前着順,前着差,前確定着順,前入線順位,前異常コード,前走騎手,乗替,前斤量,斤量差,前馬体重,前馬体重増減,前走開催,前場所,同場,前レース印,前レース印2,前レース印3,前馬印1,前印2,前印3,前印4,前印5,前印6,前印7,前印8,前芝ダ,前距離,距離差,前芝ダ,今芝ダ,前走コースマーク,前走コースグループ数,前走コースグループ名1,前馬場状態,前ｸﾗｽ,前頭数,頭差,前通過1,前通過2,前通過3,前通過4,前脚質,前走決め手,前3F順,前走予想コメント,前走予想コメント,前走結果コメント,前走結果コメント,前走KOLコメント,前走KOLコメント,前走KOL次走メモ,前走KOL次走メモ,前レースコメント,前走レースコメント,レースID(旧),レースID(新),血統登録番号,トラックC,トラックコード(JV),クラスC,グレード,競走種別C,重量C,競走記号コード,性別コード,馬記号コード,見習いコード,調教師所属コード,騎手コード,調教師コード,馬主コード,前レースID(新),前レースID(旧)
341,0523,2026.5.23,東11,東京,9,11,欅Ｓ,15:30,ｵｰﾌﾟﾝ,４歳以上,ダ,1400,1400,,,,,,16,16,16,,,,3,5,,,,,, ニシキギミッチー,ニシキギミッチー,,牡,6,牡,6,横山武史, 57 ,0.0,,(美),鈴木伸尋,美浦,,1,,,,,,,,,,,,,,,,,,,,5,13.1,6.1,8,3.9,5.3,5.1,83.2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,8064,2400,18,18,4,3,0,11,4,3,0,11,0,0,0,1,4,3,0,10,0,0,0,0,0,0,0,0,0,0,,,,茂木国久,,川島牧場,,新冠町,ヘニーヒューズ,ニアークティック系,カフジビーナス,ディープインパクト,ロイヤルチャージャー系,Meadowlake,セントサイモン系,テンビー,ニアークティック系,黒鹿,2020,0329,"1998年12月22日(27歳)","1959年10月26日(66歳)",カワキタレブリー,4,カワキタマナレア,2,カフジアスール,2,ノアールビーナス,1,,,錦木＋人名愛称,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,1,6,２着, 0.1,2,2,0,藤岡佑介,替, 57 ,0.0,496,+4,"260110 1京3 11R",京都,別場,,,,,,,,,,,,ダ,1400,0,ダ,ダ,,,,良,OP(L),16,0,,,14,13,後,追込,1,,,,,,,,,,,0526291105,202605230502091105,2020105144,1,23,131,E,14,2,N04,1,00,0,1,01170,01026,716031,202601100801031101,0826131101
342,0523,2026.5.23,東11,東京,9,11,欅Ｓ,15:30,ｵｰﾌﾟﾝ,４歳以上,ダ,1400,1400,,,,,,16,16,16,,,,3,6,,,,,, シンバーシア,シンバーシア,,牝,5,牝,5,木幡巧也, 55 ,0.0,,(美),大竹正博,美浦,,1,,,,,,,,,,,,,,,,,,,,8,21.2,3.8,12,6.1,8.5,3.0,80.1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,4280,2200,12,12,5,1,0,6,3,1,0,6,3,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,(地),サンデーレーシング,,ノーザンファーム,,安平町,ロードカナロア,ネイティヴダンサー系,スウィートリーズン,"Street Sense",ネイティヴダンサー系,"Storm Cat",ニアークティック系,"Mt. Livermore",ナスルーラ系,鹿毛,2021,0219,"1996年 5月 9日(30歳)","1969年12月30日(56歳)",ディアスティマ,5,ホウオウアートマン,3,ネアセリーニ,1,,,,,思いやり（ギリシャ語）,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,14,16,16着, 1.1,16,16,0,団野大成,替, 55 ,0.0,458,-4,"260322 1名4 11R",中京,別場,,,,,,,,,,,,芝,1400,0,芝,ダ,,,,良,Ｇ３,18,-2,,, 9, 9,中,中団,15,,,,,,,,,,,0526291106,202605230502091106,2021105599,1,23,131,E,14,2,N04,2,05,0,1,01162,01102,226800,202603220701041114,0726141114
343,0523,2026.5.23,東11,東京,9,11,欅Ｓ,15:30,ｵｰﾌﾟﾝ,４歳以上,ダ,1400,1400,,,,,,16,16,16,,,,4,7,,,,,, スカイロケット,スカイロケット,,牡,6,牡,6,ディー, 57 ,0.0,,(栗),須貝尚介,栗東,,1,,,,,,,,,,,,,,,,,,,,10,31.8,2.5,13,6.7,9.3,2.7,109.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,6225,2400,22,22,4,1,1,16,4,1,1,16,4,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,シルクレーシング,,ノーザンファーム,,安平町,ジャスタウェイ,ロイヤルチャージャー系,ティッカーテープ,"Royal Applause",ニアークティック系,"Wild Again",ニアークティック系,"Silver Hawk",ロイヤルチャージャー系,鹿毛,2020,0430,"1996年 4月13日(30歳)","1966年 6月 3日(59歳)",カナテープ,5,,,,,,,,,急騰。母名より連想,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,4,13,７着, 0.6,7,7,0,吉村誠之,替, 55 ,+2.0,440,-6,"260214 2京5 11R",京都,別場,,,,,,,,,,,,芝,1600,-200,芝,ダ,,,,良,OP(L),14,2,,, 6, 6,中,中団,10,,,,,,,,,,,0526291107,202605230502091107,2020103482,1,23,131,E,14,2,N04,1,00,0,2,05674,01105,506800,202602140802051104,0826251104
344,0523,2026.5.23,東11,東京,9,11,欅Ｓ,15:30,ｵｰﾌﾟﾝ,４歳以上,ダ,1400,1400,,,,,,16,16,16,,,,4,8,,,,,, ダノンザボルケーノ,ダノンザボルケーノ,,牡,5,牡,5,大野拓弥, 57 ,0.0,,(美),菊沢隆徳,美浦,,1,,,,,,,,,,,,,,,,,,,,12,35.6,2.2,6,3.1,4.1,6.8,302.8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,5130,2400,14,14,4,0,3,7,4,0,3,7,0,0,0,1,4,0,3,6,0,0,0,0,0,0,0,0,0,0,,,,ダノックス,,白井牧場,,日高町,キタサンブラック,ロイヤルチャージャー系,ダノンコスモス,アイルハヴアナザー,ネイティヴダンサー系,サクラバクシンオー,ナスルーラ系,"Mr. Greeley",ネイティヴダンサー系,黒鹿,2021,0503,"1986年 9月 8日(39歳)","1970年 2月10日(56歳)",,,,,,,,,,,冠名＋山の名前,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,13,13,７着, 1.2,7,7,0,幸英明,替, 57 ,0.0,480,0,"260314 1阪7 11R",阪神,別場,,,,,,,,,,,,ダ,1400,0,ダ,ダ,,,,良,OP(L),13,3,,, 9, 8,中,中団,8,,,,,,,,,,,0526291108,202605230502091108,2021101478,1,23,131,E,14,2,N04,1,00,0,1,01096,01115,619800,202603140901071113,0926171113
345,0523,2026.5.23,東11,東京,9,11,欅Ｓ,15:30,ｵｰﾌﾟﾝ,４歳以上,ダ,1400,1400,,,,,,16,16,16,,,,5,9,,,,,,$ノーブルロジャー,ノーブルロジャー,,牡,5,牡,5,石川裕紀, 59 ,2.0,,(栗),吉岡辰弥,栗東,,1,,,,,,,,,,,,,,,,,,,,4,8.8,9.0,4,2.6,3.4,8.5,93.9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,11840,4450,17,17,3,1,2,11,3,1,2,11,2,1,1,6,1,0,1,5,0,0,0,0,0,0,0,0,0,0,,,(外),ノルマンディーサラブレッドレーシング,,"Candy Meadows LLC",,米,"Palace Malice",ネイティヴダンサー系,"Noble Ready","More Than Ready",ロイヤルチャージャー系,"Royal Anthem",ニアークティック系,"Kris S.",ロイヤルチャージャー系,黒鹿,2021,0508,"1995年 9月22日(30歳)","1976年 3月 2日(50歳)",,,,,,,,,,,気高い＋人名より,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,7,6,４着, 0.6,4,4,0,石川裕紀,, 59 ,0.0,500,-2,"260314 1阪7 11R",阪神,別場,,,,,,,,,,,,ダ,1400,0,ダ,ダ,,,,良,OP(L),13,3,,,12,12,後,追込,1,,,,,,,,,,,0526291109,202605230502091109,2021110148,1,23,131,E,14,2,N04,1,06,0,2,01150,01176,854800,202603140901071107,0926171107
346,0523,2026.5.23,東11,東京,9,11,欅Ｓ,15:30,ｵｰﾌﾟﾝ,４歳以上,ダ,1400,1400,,,,,,16,16,16,,,,5,10,B,,,,,$ジャスパーゴールド,ジャスパーゴールド,,セ,8,セ,8,江田照男, 58 ,1.0,,(栗),森秀行,栗東,,1,,,,,,,,,,,,,,,,,,,,16,83.3,1.0,16,9.4,13.2,1.9,196.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,8967,3600,44,43,5,2,3,33,5,2,3,33,0,2,0,3,5,0,3,30,0,0,0,0,0,0,0,0,0,0,,,(外),加藤和夫,,"Randy Lee Myers",,米,Khozan,ネイティヴダンサー系,"Gracious Lady","Put It Back",マンノウォー系,"A.P. Indy",ナスルーラ系,Forestry,ニアークティック系,栗毛,2018,0420,"1972年 2月 8日(54歳)","1959年 3月12日(67歳)",,,,,,,,,,,冠名＋黄金,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,15,６着, 0.7,6,6,0,松岡正海,替, 55 ,+3.0,470,+4,"260322 2中8 11R",中山,別場,,,,,,,,,,,,ダ,1200,+200,ダ,ダ,,,,良,ｵｰﾌﾟﾝ,16,0,,,12,13,後,後方,3,,,,,,,,,,,0526291110,202605230502091110,2018110126,1,23,131,E,14,2,N04,3,06,0,2,00689,00427,672033,202603220602081101,0626281101
347,0523,2026.5.23,東11,東京,9,11,欅Ｓ,15:30,ｵｰﾌﾟﾝ,４歳以上,ダ,1400,1400,,,,,,16,16,16,,,,6,11,,,,,, タイセイブレイズ,タイセイブレイズ,,牡,8,牡,8,松岡正海, 57 ,0.0,,(栗),牧浦充徳,栗東,,1,,,,,,,,,,,,,,,,,,,,9,29.7,2.7,10,5.7,7.9,3.3,121.3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,10133,2360,34,34,5,4,9,16,3,4,9,16,0,0,4,5,3,4,5,11,0,0,0,0,2,0,0,0,0,0,,,(地),田中成奉,,秋場牧場,,浦河町,ワールドエース,ロイヤルチャージャー系,ニシノヘレンド,"Oasis Dream",ニアークティック系,Acatenango,その他のエクリプス系,Rahy,ナスルーラ系,鹿毛,2018,0402,"1984年 7月18日(41歳)","1974年 8月17日(51歳)",ルンルンヘレンド,1,,,,,,,,,冠名＋燃える,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,9,11,５着, 0.6,5,5,0,松岡正海,, 57 ,0.0,470,+4,"251123 5東5 11R",東京,同場,,,,,,,,,,,,ダ,1400,0,ダ,ダ,,,,良,ｵｰﾌﾟﾝ,16,0,,,11, 8,中,中団,3,,,,,,,,,,,0526291111,202605230502091111,2018102969,1,23,131,E,14,2,N04,1,05,0,2,01085,01113,224007,202511230505051109,0525551109
348,0523,2026.5.23,東11,東京,9,11,欅Ｓ,15:30,ｵｰﾌﾟﾝ,４歳以上,ダ,1400,1400,,,,,,16,16,16,,,,6,12,,,,,, アスクドゥラメンテ,アスクドゥラメンテ,,牡,7,牡,7,石橋脩, 57 ,0.0,,(栗),藤原英昭,栗東,,1,,,,,,,,,,,,,,,,,,,,15,78.2,1.0,14,8.5,11.9,2.1,206.2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,4780,2400,14,14,4,1,0,9,4,1,0,9,0,0,0,0,4,1,0,9,0,0,0,0,0,0,0,0,0,0,,,,廣崎利洋HD,,ノーザンファーム,,安平町,ドゥラメンテ,ネイティヴダンサー系,プラウドスペル,"Proud Citizen",ネイティヴダンサー系,サンデーサイレンス,ロイヤルチャージャー系,Langfuhr,ニアークティック系,鹿毛,2019,0204,"1984年 4月 3日(42歳)","1965年 6月29日(60歳)",グレートウォリアー,4,マジカルスペル,5,プランドラー,2,プラウドルック,1,インシオン,1,冠名＋父名,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,14,15,９着, 2.1,9,9,0,内田博幸,替, 54 ,+3.0,538,+8,"251101 4東10 11",東京,同場,,,,,,,,,,,,ダ,1600,-200,ダ,ダ,,,,重,ｵｰﾌﾟﾝ,16,0,,, 5, 5,中,中団,11,,,,,,,,,,,0526291112,202605230502091112,2019105400,1,23,131,E,14,2,N04,1,00,0,2,01077,01055,037803,202511010504101114,05254A1114
349,0523,2026.5.23,東11,東京,9,11,欅Ｓ,15:30,ｵｰﾌﾟﾝ,４歳以上,ダ,1400,1400,,,,,,16,16,16,,,,7,13,,,,,, カンパニョーラ,カンパニョーラ,,牝,7,牝,7,吉田豊, 55 ,0.0,,(美),伊坂重信,美浦,,1,,,,,,,,,,,,,,,,,,,,14,57.3,1.4,15,9.4,13.2,1.9,135.2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,6077,2360,43,42,6,6,2,28,3,1,1,21,0,0,0,2,3,1,1,19,0,0,0,0,3,5,1,7,0,0,,,(地),辻高史,,エスティファーム,,日高町,ジャスタウェイ,ロイヤルチャージャー系,エミレーツガール,"Lizard Island",ニアークティック系,"Wild Again",ニアークティック系,Equalize,ニアークティック系,鹿毛,2019,0511,"1975年 4月19日(51歳)","1977年 1月 1日(49歳)",,,,,,,,,,,田舎娘（伊）,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,4,18,18着, 1.3,18,18,0,嶋田純次,替, 55 ,0.0,470,+4,"260322 1名4 11R",中京,別場,,,,,,,,,,,,芝,1400,0,芝,ダ,,,,良,Ｇ３,18,-2,,,18,18,後,後方,11,,,,,,,,,,,0526291113,202605230502091113,2019104385,1,23,131,E,14,2,N04,2,05,0,1,00733,01177,191033,202603220701041104,0726141104
350,0523,2026.5.23,東11,東京,9,11,欅Ｓ,15:30,ｵｰﾌﾟﾝ,４歳以上,ダ,1400,1400,,,,,,16,16,16,,,,7,14,,,,,, ペイシャケイプ,ペイシャケイプ,,牡,4,牡,4,横山典弘, 57 ,0.0,,(栗),高橋康之,栗東,,1,,,,,,,,,,,,,,,,,,,,2,6.7,11.9,2,2.3,3.0,9.9,83.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,5620,2400,11,11,4,0,4,3,4,0,4,3,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,0,0,0,,,,北所直人,,友田牧場,,新ひだか町,シャンハイボビー,ニアークティック系,ペイシャフローレス,ヴィクトワールピサ,ロイヤルチャージャー系,Orientate,ナスルーラ系,"Cape Cross",ニアークティック系,鹿毛,2022,0424,"1968年 2月23日(58歳)","1972年12月10日(53歳)",ペイシャフラワー,4,ペイシャプル,1,,,,,,,冠名＋母母名の一部,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,15,2,１着,-0.0,1,1,0,横山典弘,, 58 ,-1.0,542,0,"260425 2東1 10R",東京,同場,,,,,,,,,,,,ダ,1400,0,ダ,ダ,,,,稍重,3勝,15,1,,,14,14,後,追込,1,,,,,,,,,,,0526291114,202605230502091114,2022104219,1,23,131,E,14,2,N04,1,00,0,2,00660,01135,163002,202604250502011015,0526211015
351,0523,2026.5.23,東11,東京,9,11,欅Ｓ,15:30,ｵｰﾌﾟﾝ,４歳以上,ダ,1400,1400,,,,,,16,16,16,,,,8,15,,,,,, スマートサニー,スマートサニー,,牡,6,牡,6,国分優作, 57 ,0.0,,(栗),石橋守,栗東,,1,,,,,,,,,,,,,,,,,,,,7,16.1,5.0,5,2.8,3.8,7.4,150.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,7790,2400,19,19,4,2,1,12,4,2,1,12,0,0,0,0,4,2,1,12,0,0,0,0,0,0,0,0,0,0,,,,大川徹,,静内山田牧場,,新ひだか町,シニスターミニスター,ナスルーラ系,スマートスピカ,キングカメハメハ,ネイティヴダンサー系,"The Prime Minister",ニアークティック系,フジキセキ,ロイヤルチャージャー系,鹿毛,2020,0430,"1990年12月27日(35歳)","1966年10月23日(59歳)",,,,,,,,,,,冠名＋陽気な,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,3,6,５着, 0.4,5,5,0,高杉吏麒,替, 55 ,+2.0,478,+6,"260404 2阪3 10R",阪神,別場,,,,,,,,,,,,ダ,1400,0,ダ,ダ,,,,稍重,ｵｰﾌﾟﾝ,16,0,,, 5, 5,中,中団,10,,,,,,,,,,,0526291115,202605230502091115,2020104304,1,23,131,E,14,2,N04,1,00,0,2,01125,01140,007803,202604040902031003,0926231003
352,0523,2026.5.23,東11,東京,9,11,欅Ｓ,15:30,ｵｰﾌﾟﾝ,４歳以上,ダ,1400,1400,,,,,,16,16,16,,,,8,16,,,,,, ワイワイレジェンド,ワイワイレジェンド,,牡,5,牡,5,津村明秀, 57 ,0.0,,(栗),前川恭子,栗東,,1,,,,,,,,,,,,,,,,,,,,3,8.7,9.1,3,2.5,3.4,8.5,92.8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,7152,2400,25,25,4,4,2,15,4,4,2,15,0,0,0,5,4,4,2,10,0,0,0,0,0,0,0,0,0,0,,,,山田裕仁,,坂本智広,,新ひだか町,ダノンレジェンド,その他のエクリプス系,ミッシェルラブ,フオテイテン,ニアークティック系,"Storm Cat",ニアークティック系,シャンハイ,ネイティヴダンサー系,黒鹿,2021,0406,"1986年 1月 5日(40歳)","1977年 4月 9日(49歳)",トニーハピネス,1,,,,,,,,,馬主イニシャル＋父名の一部,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,13,5,12着, 1.6,12,12,0,高杉吏麒,替, 57 ,0.0,494,-4,"251228 5阪8 11R",阪神,別場,,,,,,,,,,,,ダ,1400,0,ダ,ダ,,,,良,ｵｰﾌﾟﾝ,16,0,,, 3, 2,先,先行,14,,,,,,,,,,,0526291116,202605230502091116,2021103812,1,23,131,E,14,2,N04,1,00,0,2,01092,01210,513008,202512280905081113,0925581113
353,0523,2026.5.23,東12,東京,9,12,２勝ｸﾗｽ・牝,16:10,2勝,４歳以上,ダ,1600,1600,,,,,,16,16,16,,,,1,1,,,,,, レーヴドレフォン,レーヴドレフォン,,牝,5,牝,5,吉田豊, 56 ,1.0,,(栗),橋田宜長,栗東,,1,,,,,,,,,,,,,,,,,,,,11,41.2,1.9,11,5.7,8.0,3.2,166.1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,3140,900,22,22,2,4,0,16,2,4,0,16,0,0,0,0,2,4,0,16,0,0,0,0,0,0,0,0,0,0,,4,,シルクレーシング,,ノーザンファーム,,安平町,ドレフォン,ニアークティック系,レーヴドリーブ,オルフェーヴル,ロイヤルチャージャー系,Ghostzapper,ニアークティック系,"Highest Honor",ナスルーラ系,栗毛,2021,0119,"1975年 4月19日(51歳)","1988年10月 4日(37歳)",,,,,,,,,,,母名の一部＋父名,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,9,10,７着, 1.4,7,7,0,富田暁,替, 56 ,0.0,478,0,"260214 2京5  8R",京都,別場,,,,,,,,,,,,ダ,1900,-300,ダ,ダ,,,,稍重,2勝,13,3, 9, 9, 9, 5,中,中団,7,,,,,,,,,,,0526291201,202605230502091201,2021105895,1,23,43, ,14,4,023,2,00,0,2,00733,01218,506800,202602140802050809,0826250809
354,0523,2026.5.23,東12,東京,9,12,２勝ｸﾗｽ・牝,16:10,2勝,４歳以上,ダ,1600,1600,,,,,,16,16,16,,,,1,2,,,,,, ルトゥール,ルトゥール,,牝,5,牝,5,佐々木大, 56 ,1.0,,(美),平岩大典,美浦,,1,,,,,,,,,,,,,,,,,,,,14,60.0,1.3,14,8.1,11.3,2.2,167.2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,2434,900,14,14,2,0,3,9,2,0,3,9,2,0,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,社台レースホース,,社台コーポレーション白老ファーム,,白老町,モーリス,ロイヤルチャージャー系,ルフォール,キングカメハメハ,ネイティヴダンサー系,カーネギー,ニアークティック系,サンデーサイレンス,ロイヤルチャージャー系,栗毛,2021,0508,"2003年11月24日(22歳)","1983年 3月31日(43歳)",フルールドール,1,,,,,,,,,回帰（仏）,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,16,12,12着, 0.9,12,12,0,中井裕二,替, 56 ,0.0,482,-4,"260328 1名5 12R",中京,別場,,,,,,,,,,,,芝,1400,+200,芝,ダ,,,,良,2勝,16,0,,, 6, 6,中,中団,13,,,,,,,,,,,0526291202,202605230502091202,2021104929,1,23,43, ,14,4,023,2,00,0,1,01197,01219,415800,202603280701051216,0726151216
355,0523,2026.5.23,東12,東京,9,12,２勝ｸﾗｽ・牝,16:10,2勝,４歳以上,ダ,1600,1600,,,,,,16,16,16,,,,2,3,B,,,,, パイシャオピン,パイシャオピン,,牝,4,牝,4,横山武史, 56 ,1.0,,(美),鈴木伸尋,美浦,,1,,,,,,,,,,,,,,,,,,,,2,5.0,15.8,2,1.8,2.3,14.0,88.2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,3300,900,10,10,2,3,1,4,2,3,1,4,0,0,0,0,2,3,1,4,0,0,0,0,0,0,0,0,0,0,,,,ウエスト.フォレスト.ステイブル,,山春牧場,,浦河町,ホッコータルマエ,ネイティヴダンサー系,パイクーニャン,フレンチデピュティ,ニアークティック系,"Cherokee Run",ナスルーラ系,Cozzene,ナスルーラ系,鹿毛,2022,0310,"1998年12月22日(27歳)","1959年10月26日(66歳)",ショーム,5,デアフルーグ,3,パイメイメイ,4,パイルーチェ,4,ネヴァタップアウト,2,母名の一部＋中国の焼餅,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,7,1,４着, 0.8,4,4,0,津村明秀,替, 56 ,0.0,462,+2,"260322 2中8 12R",中山,別場,,,,,,,,,,,,ダ,1800,-200,ダ,ダ,,,,良,2勝,16,0,10,10,11, 9,中,差し,4,,,,,,,,,,,0526291203,202605230502091203,2022103371,1,23,43, ,14,4,023,2,00,0,1,01170,01026,368803,202603220602081207,0626281207
356,0523,2026.5.23,東12,東京,9,12,２勝ｸﾗｽ・牝,16:10,2勝,４歳以上,ダ,1600,1600,,,,,,16,16,16,,,,2,4,,,,,, キョウエイフロイデ,キョウエイフロイデ,,牝,5,牝,5,原優介, 56 ,1.0,,(美),中川公成,美浦,,1,,,,,,,,,,,,,,,,,,,,1,3.1,25.4,1,1.6,1.9,21.5,84.6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,3921,900,23,23,2,5,2,14,2,5,2,14,0,0,0,2,2,5,2,12,0,0,0,0,0,0,0,0,0,0,,,,田中晴夫,,天羽禮治,,日高町,サトノクラウン,ニアークティック系,ケイティバローズ,マンハッタンカフェ,ロイヤルチャージャー系,Rossini,ネイティヴダンサー系,Kingmambo,ネイティヴダンサー系,黒鹿,2021,0508,"2000年 6月10日(25歳)","1962年 5月25日(63歳)",サマーゲール,2,バヤシーフェイス,1,,,,,,,冠名＋よろこび（独）,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,２着, 0.0,2,2,0,川田将雅,替, 56 ,0.0,490,+4,"260425 2東1 12R",東京,同場,,,,,,,,,,,,ダ,1600,0,ダ,ダ,,,,稍重,2勝,13,3,,, 3, 3,先,先行,1,,,,,,,,,,,0526291204,202605230502091204,2021101053,1,23,43, ,14,4,023,2,00,0,1,01184,01081,619002,202604250502011204,0526211204
